brand,name,country,city,region,subregion,lat,lng,status,kind,note,art,url,maps,nycDirect,source
Aman,Amankora,Bhutan,Paro,Paro,,27.4287,89.4164,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amankora,https://www.google.com/maps/search/?api=1&query=Amankora+Paro+Bhutan,False,Aman official directory
Aman,Amansara,Cambodia,Siem Reap,Siem Reap,,13.3671,103.8448,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amansara,https://www.google.com/maps/search/?api=1&query=Amansara+Siem+Reap+Cambodia,False,Aman official directory
Aman,Amandayan,China,Lijiang,Yunnan,,26.8768,100.233,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amandayan,https://www.google.com/maps/search/?api=1&query=Amandayan+Lijiang+China,False,Aman official directory
Aman,Amanfayun,China,Hangzhou,Zhejiang,,30.252,120.113,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanfayun,https://www.google.com/maps/search/?api=1&query=Amanfayun+Hangzhou+China,False,Aman official directory
Aman,Amanyangyun,China,Shanghai,Shanghai,,31.0989,121.4112,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanyangyun,https://www.google.com/maps/search/?api=1&query=Amanyangyun+Shanghai+China,True,Aman official directory
Aman,Amanbagh,India,Rajasthan,Rajasthan,,27.4434,76.6219,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanbagh,https://www.google.com/maps/search/?api=1&query=Amanbagh+Rajasthan+India,False,Aman official directory
Aman,Aman-i-Khas,India,Ranthambore,Rajasthan,,26.0173,76.5026,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman-i-Khas,https://www.google.com/maps/search/?api=1&query=Aman-i-Khas+Ranthambore+India,False,Aman official directory
Aman,Aman Villas at Nusa Dua,Indonesia,"Nusa Dua, Bali",Bali,,-8.807,115.2244,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Villas%20at%20Nusa%20Dua,"https://www.google.com/maps/search/?api=1&query=Aman+Villas+at+Nusa+Dua+Nusa+Dua,+Bali+Indonesia",False,Aman official directory
Aman,Amandari,Indonesia,"Ubud, Bali",Bali,,-8.4931,115.2534,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amandari,"https://www.google.com/maps/search/?api=1&query=Amandari+Ubud,+Bali+Indonesia",False,Aman official directory
Aman,Amanjiwo,Indonesia,"Borobudur, Java",Central Java,,-7.6083,110.2038,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanjiwo,"https://www.google.com/maps/search/?api=1&query=Amanjiwo+Borobudur,+Java+Indonesia",False,Aman official directory
Aman,Amankila,Indonesia,"Manggis, Bali",Bali,,-8.4992,115.5628,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amankila,"https://www.google.com/maps/search/?api=1&query=Amankila+Manggis,+Bali+Indonesia",False,Aman official directory
Aman,Amanwana,Indonesia,Moyo Island,West Nusa Tenggara,,-8.2235,117.5405,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanwana,https://www.google.com/maps/search/?api=1&query=Amanwana+Moyo+Island+Indonesia,False,Aman official directory
Aman,Amandira,Indonesia,Flores Sea,Indonesia,,-8.65,119.8,Yacht,Yacht,,False,https://www.aman.com/search?keys=Amandira,https://www.google.com/maps/search/?api=1&query=Amandira+Flores+Sea+Indonesia,False,Aman official directory
Aman,Aman Kyoto,Japan,Kyoto,Kyoto,,35.055,135.7292,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Kyoto,https://www.google.com/maps/search/?api=1&query=Aman+Kyoto+Kyoto+Japan,True,Aman official directory
Aman,Aman Tokyo,Japan,Tokyo,Tokyo,,35.6852,139.7638,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Tokyo,https://www.google.com/maps/search/?api=1&query=Aman+Tokyo+Tokyo+Japan,True,Aman official directory
Aman,Amanemu,Japan,Ise-Shima,Mie,,34.3269,136.8262,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanemu,https://www.google.com/maps/search/?api=1&query=Amanemu+Ise-Shima+Japan,False,Aman official directory
Aman,Aman Niseko,Japan,Hokkaido,Hokkaido,,42.8048,140.6874,Opening 2030,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Niseko,https://www.google.com/maps/search/?api=1&query=Aman+Niseko+Hokkaido+Japan,False,Aman official directory
Aman,Amantaka,Laos,Luang Prabang,Luang Prabang,,19.8883,102.1347,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amantaka,https://www.google.com/maps/search/?api=1&query=Amantaka+Luang+Prabang+Laos,False,Aman official directory
Aman,Aman Maldives,Maldives,Republic of Maldives,Maldives,,3.2028,73.2207,Coming soon,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Maldives,https://www.google.com/maps/search/?api=1&query=Aman+Maldives+Republic+of+Maldives+Maldives,False,Aman official directory
Aman,Amanpulo,Philippines,Palawan / Pamalican Island,Palawan,,11.3528,120.733,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanpulo,https://www.google.com/maps/search/?api=1&query=Amanpulo+Palawan+/+Pamalican+Island+Philippines,False,Aman official directory
Aman,Aman Singapore,Singapore,Singapore,Singapore,,1.3521,103.8198,Coming soon,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Singapore,https://www.google.com/maps/search/?api=1&query=Aman+Singapore+Singapore+Singapore,True,Aman official directory
Aman,Amangalla,Sri Lanka,Galle,Southern Province,,6.0281,80.217,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amangalla,https://www.google.com/maps/search/?api=1&query=Amangalla+Galle+Sri+Lanka,False,Aman official directory
Aman,Amanwella,Sri Lanka,Tangalle,Southern Province,,6.0249,80.7951,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanwella,https://www.google.com/maps/search/?api=1&query=Amanwella+Tangalle+Sri+Lanka,False,Aman official directory
Aman,Aman Nai Lert Bangkok,Thailand,Bangkok,Bangkok,,13.7432,100.546,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Nai%20Lert%20Bangkok,https://www.google.com/maps/search/?api=1&query=Aman+Nai+Lert+Bangkok+Bangkok+Thailand,True,Aman official directory
Aman,Amanpuri,Thailand,Phuket,Phuket,,7.9817,98.2764,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanpuri,https://www.google.com/maps/search/?api=1&query=Amanpuri+Phuket+Thailand,False,Aman official directory
Aman,Amanoi,Vietnam,Khanh Hoa,Ninh Thuận / Khánh Hòa,,11.6896,109.1757,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanoi,https://www.google.com/maps/search/?api=1&query=Amanoi+Khanh+Hoa+Vietnam,False,Aman official directory
Aman,Aman Le Mélézin,France,Courchevel 1850,Auvergne-Rhône-Alpes,,45.4152,6.6344,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Le%20Mélézin,https://www.google.com/maps/search/?api=1&query=Aman+Le+Mélézin+Courchevel+1850+France,False,Aman official directory
Aman,Amanzoe,Greece,Porto Heli,Peloponnese,,37.3308,23.1889,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanzoe,https://www.google.com/maps/search/?api=1&query=Amanzoe+Porto+Heli+Greece,False,Aman official directory
Aman,Aman Rosa Alpina,Italy,"San Cassiano, Dolomites",Trentino-Alto Adige,,46.5718,11.9321,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Rosa%20Alpina,"https://www.google.com/maps/search/?api=1&query=Aman+Rosa+Alpina+San+Cassiano,+Dolomites+Italy",False,Aman official directory
Aman,Aman Venice,Italy,Venice,Veneto,,45.4364,12.3284,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Venice,https://www.google.com/maps/search/?api=1&query=Aman+Venice+Venice+Italy,True,Aman official directory
Aman,Aman Sveti Stefan,Montenegro,Sveti Stefan,Budva,,42.2558,18.8962,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Sveti%20Stefan,https://www.google.com/maps/search/?api=1&query=Aman+Sveti+Stefan+Sveti+Stefan+Montenegro,False,Aman official directory
Aman,Amanjena,Morocco,Marrakech,Marrakech-Safi,,31.605,-7.9298,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanjena,https://www.google.com/maps/search/?api=1&query=Amanjena+Marrakech+Morocco,True,Aman official directory
Aman,Aman Karingani,Mozambique,Karingani,Mozambique,,-24.1,32.1,Coming soon,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Karingani,https://www.google.com/maps/search/?api=1&query=Aman+Karingani+Karingani+Mozambique,False,Aman official directory
Aman,Amanruya,Turkey,Bodrum,Muğla,,37.0645,27.348,Open,Hotel / resort,,False,https://www.aman.com/search?keys=Amanruya,https://www.google.com/maps/search/?api=1&query=Amanruya+Bodrum+Turkey,False,Aman official directory
Aman,Aman Dubai,United Arab Emirates,Dubai,Dubai,,25.2048,55.2708,Coming soon,Hotel / resort,,False,https://www.aman.com/search?keys=Aman%20Dubai,https://www.google.com/maps/search/?api=1&query=Aman+Dubai+Dubai+United+Arab+Emirates,True,Aman official directory
Aman,Amansamar,Saudi Arabia,Wadi Safar / Riyadh,Riyadh,,24.7136,46.6753,Coming soon,Hotel / resort,,False,https://www.aman.com/search?keys=Amansamar,https://www.google.com/maps/search/?api=1&query=Amansamar+Wadi+Safar+/+Riyadh+Saudi+Arabia,False,Aman official directory
Aman,Aman Spa at The Connaught,United Kingdom,London,England,,51.51,-0.149,Spa,Spa,,False,https://www.aman.com/search?keys=Aman%20Spa%20at%20The%20Connaught,https://www.google.com/maps/search/?api=1&query=Aman+Spa+at+The+Connaught+London+United+Kingdom,True,Aman official directory
Belmond,Cap Juluca,Anguilla,Maundays Bay,Anguilla,,18.165,-63.15,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Cap%20Juluca,https://www.google.com/maps/search/?api=1&query=Cap+Juluca+Maundays+Bay+Anguilla,False,Belmond official hotels page
Belmond,Caruso,Italy,"Ravello, Amalfi Coast",Campania,,40.6491,14.6133,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Caruso,"https://www.google.com/maps/search/?api=1&query=Caruso+Ravello,+Amalfi+Coast+Italy",False,Belmond official hotels page
Belmond,Casa de Sierra Nevada,Mexico,San Miguel de Allende,Guanajuato,,20.9144,-100.7436,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Casa%20de%20Sierra%20Nevada,https://www.google.com/maps/search/?api=1&query=Casa+de+Sierra+Nevada+San+Miguel+de+Allende+Mexico,False,Belmond official hotels page
Belmond,Castello di Casole,Italy,Tuscany,Tuscany,,43.3131,11.0407,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Castello%20di%20Casole,https://www.google.com/maps/search/?api=1&query=Castello+di+Casole+Tuscany+Italy,False,Belmond official hotels page
Belmond,Copacabana Palace,Brazil,Rio de Janeiro,Rio de Janeiro,,-22.9676,-43.1784,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Copacabana%20Palace,https://www.google.com/maps/search/?api=1&query=Copacabana+Palace+Rio+de+Janeiro+Brazil,True,Belmond official hotels page
Belmond,Grand Hotel Timeo,Italy,Taormina,Sicily,,37.8527,15.2875,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Grand%20Hotel%20Timeo,https://www.google.com/maps/search/?api=1&query=Grand+Hotel+Timeo+Taormina+Italy,False,Belmond official hotels page
Belmond,Hotel Cipriani,Italy,Venice,Veneto,,45.4265,12.341,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Hotel%20Cipriani,https://www.google.com/maps/search/?api=1&query=Hotel+Cipriani+Venice+Italy,True,Belmond official hotels page
Belmond,Hotel das Cataratas,Brazil,Iguassu Falls,Paraná,,-25.69,-54.44,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Hotel%20das%20Cataratas,https://www.google.com/maps/search/?api=1&query=Hotel+das+Cataratas+Iguassu+Falls+Brazil,False,Belmond official hotels page
Belmond,Jimbaran Puri,Indonesia,"Jimbaran, Bali",Bali,,-8.777,115.166,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Jimbaran%20Puri,"https://www.google.com/maps/search/?api=1&query=Jimbaran+Puri+Jimbaran,+Bali+Indonesia",False,Belmond official hotels page
Belmond,La Residencia,Spain,"Deià, Mallorca",Balearic Islands,,39.747,2.6492,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=La%20Residencia,"https://www.google.com/maps/search/?api=1&query=La+Residencia+Deià,+Mallorca+Spain",False,Belmond official hotels page
Belmond,La Samanna,Saint-Barthelemy,St Martin / Baie Longue,Caribbean,,18.0645,-63.144,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=La%20Samanna,https://www.google.com/maps/search/?api=1&query=La+Samanna+St+Martin+/+Baie+Longue+Saint-Barthelemy,False,Belmond official hotels page
Belmond,Las Casitas,Peru,Colca Canyon,Arequipa,,-15.6415,-71.6018,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Las%20Casitas,https://www.google.com/maps/search/?api=1&query=Las+Casitas+Colca+Canyon+Peru,False,Belmond official hotels page
Belmond,Le Manoir aux Quat’Saisons,United Kingdom,Oxfordshire,England,,51.7162,-1.0987,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Le%20Manoir%20aux%20Quat’Saisons,https://www.google.com/maps/search/?api=1&query=Le+Manoir+aux+Quat’Saisons+Oxfordshire+United+Kingdom,False,Belmond official hotels page
Belmond,Maroma,Mexico,Riviera Maya,Quintana Roo,,20.7504,-86.9651,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Maroma,https://www.google.com/maps/search/?api=1&query=Maroma+Riviera+Maya+Mexico,False,Belmond official hotels page
Belmond,Miraflores Park,Peru,Lima,Lima,,-12.1297,-77.0305,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Miraflores%20Park,https://www.google.com/maps/search/?api=1&query=Miraflores+Park+Lima+Peru,True,Belmond official hotels page
Belmond,Monasterio,Peru,Cusco,Cusco,,-13.5156,-71.9785,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Monasterio,https://www.google.com/maps/search/?api=1&query=Monasterio+Cusco+Peru,False,Belmond official hotels page
Belmond,Mount Nelson,South Africa,Cape Town,Western Cape,,-33.929,18.412,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Mount%20Nelson,https://www.google.com/maps/search/?api=1&query=Mount+Nelson+Cape+Town+South+Africa,True,Belmond official hotels page
Belmond,Palacio Nazarenas,Peru,Cusco,Cusco,,-13.5155,-71.9789,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Palacio%20Nazarenas,https://www.google.com/maps/search/?api=1&query=Palacio+Nazarenas+Cusco+Peru,False,Belmond official hotels page
Belmond,Reid’s Palace,Portugal,Madeira,Madeira,,32.6411,-16.9254,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Reid’s%20Palace,https://www.google.com/maps/search/?api=1&query=Reid’s+Palace+Madeira+Portugal,True,Belmond official hotels page
Belmond,Rio Sagrado,Peru,Sacred Valley,Cusco,,-13.3054,-72.1151,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Rio%20Sagrado,https://www.google.com/maps/search/?api=1&query=Rio+Sagrado+Sacred+Valley+Peru,False,Belmond official hotels page
Belmond,Romazzino,Italy,"Costa Smeralda, Sardinia",Sardinia,,41.0835,9.5373,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Romazzino,"https://www.google.com/maps/search/?api=1&query=Romazzino+Costa+Smeralda,+Sardinia+Italy",False,Belmond official hotels page
Belmond,Sanctuary Lodge,Peru,Machu Picchu,Cusco,,-13.1631,-72.5449,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Sanctuary%20Lodge,https://www.google.com/maps/search/?api=1&query=Sanctuary+Lodge+Machu+Picchu+Peru,False,Belmond official hotels page
Belmond,Splendido,Italy,Portofino,Liguria,,44.3047,9.2099,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Splendido,https://www.google.com/maps/search/?api=1&query=Splendido+Portofino+Italy,False,Belmond official hotels page
Belmond,Splendido Mare,Italy,Portofino,Liguria,,44.3033,9.2078,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Splendido%20Mare,https://www.google.com/maps/search/?api=1&query=Splendido+Mare+Portofino+Italy,False,Belmond official hotels page
Belmond,The Cadogan,United Kingdom,London,England,,51.4968,-0.1594,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=The%20Cadogan,https://www.google.com/maps/search/?api=1&query=The+Cadogan+London+United+Kingdom,True,Belmond official hotels page
Belmond,Villa San Michele,Italy,Florence / Fiesole,Tuscany,,43.8053,11.2922,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Villa%20San%20Michele,https://www.google.com/maps/search/?api=1&query=Villa+San+Michele+Florence+/+Fiesole+Italy,False,Belmond official hotels page
Belmond,Villa Sant’Andrea,Italy,Taormina Mare,Sicily,,37.8584,15.3026,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Villa%20Sant’Andrea,https://www.google.com/maps/search/?api=1&query=Villa+Sant’Andrea+Taormina+Mare+Italy,False,Belmond official hotels page
Belmond,Eagle Island Lodge,Botswana,Okavango Delta,Okavango,,-19.5732,22.8856,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Eagle%20Island%20Lodge,https://www.google.com/maps/search/?api=1&query=Eagle+Island+Lodge+Okavango+Delta+Botswana,False,Belmond official hotels page
Belmond,Savute Elephant Lodge,Botswana,Chobe National Park,Chobe,,-18.5707,24.0705,Open,Hotel / safari lodge,,False,https://www.belmond.com/search?q=Savute%20Elephant%20Lodge,https://www.google.com/maps/search/?api=1&query=Savute+Elephant+Lodge+Chobe+National+Park+Botswana,False,Belmond official hotels page
Art Hotels,La Colombe d’Or,France,Saint-Paul-de-Vence,Provence-Alpes-Côte d’Azur,,43.6965,7.1218,Open,Art hotel,"Foundational living museum; Matisse, Picasso, Calder salon DNA.",True,https://www.google.com/maps/search/?api=1&query=La+Colombe+d’Or+Saint-Paul-de-Vence+France,https://www.google.com/maps/search/?api=1&query=La+Colombe+d’Or+Saint-Paul-de-Vence+France,False,Art hotel curation from user brief + added notable properties
Art Hotels,The Fife Arms,United Kingdom,"Braemar, Scotland",Scotland,,57.0066,-3.3977,Open,Art hotel,Hauser & Wirth maximalist Highland collection.,True,"https://www.google.com/maps/search/?api=1&query=The+Fife+Arms+Braemar,+Scotland+United+Kingdom","https://www.google.com/maps/search/?api=1&query=The+Fife+Arms+Braemar,+Scotland+United+Kingdom",False,Art hotel curation from user brief + added notable properties
Art Hotels,Benesse House,Japan,Naoshima,Kagawa,,34.4508,133.9951,Open,Art hotel,Tadao Ando museum-hotel at the center of the art island.,True,https://www.google.com/maps/search/?api=1&query=Benesse+House+Naoshima+Japan,https://www.google.com/maps/search/?api=1&query=Benesse+House+Naoshima+Japan,False,Art hotel curation from user brief + added notable properties
Art Hotels,Château La Coste,France,Le Puy-Sainte-Réparade,Provence-Alpes-Côte d’Azur,,43.6668,5.4462,Open,Art hotel,"Vineyard estate with Serra, Ando, Bourgeois, Gehry and more.",True,https://www.google.com/maps/search/?api=1&query=Château+La+Coste+Le+Puy-Sainte-Réparade+France,https://www.google.com/maps/search/?api=1&query=Château+La+Coste+Le+Puy-Sainte-Réparade+France,False,Art hotel curation from user brief + added notable properties
Art Hotels,The Silo Hotel,South Africa,Cape Town,Western Cape,,-33.9085,18.4216,Open,Art hotel,Above Zeitz MOCAA; contemporary African art axis.,True,https://www.google.com/maps/search/?api=1&query=The+Silo+Hotel+Cape+Town+South+Africa,https://www.google.com/maps/search/?api=1&query=The+Silo+Hotel+Cape+Town+South+Africa,True,Art hotel curation from user brief + added notable properties
Art Hotels,21c Museum Hotel Louisville,United States,Louisville,Kentucky,,38.2572,-85.7613,Open,Art hotel,Contemporary museum hotel pioneer.,True,https://www.google.com/maps/search/?api=1&query=21c+Museum+Hotel+Louisville+Louisville+United+States,https://www.google.com/maps/search/?api=1&query=21c+Museum+Hotel+Louisville+Louisville+United+States,False,Art hotel curation from user brief + added notable properties
Art Hotels,21c Museum Hotel Cincinnati,United States,Cincinnati,Ohio,,39.1017,-84.5116,Open,Art hotel,Contemporary art museum hotel.,True,https://www.google.com/maps/search/?api=1&query=21c+Museum+Hotel+Cincinnati+Cincinnati+United+States,https://www.google.com/maps/search/?api=1&query=21c+Museum+Hotel+Cincinnati+Cincinnati+United+States,False,Art hotel curation from user brief + added notable properties
Art Hotels,21c Museum Hotel Bentonville,United States,Bentonville,Arkansas,,36.3729,-94.2095,Open,Art hotel,Museum hotel near Crystal Bridges.,True,https://www.google.com/maps/search/?api=1&query=21c+Museum+Hotel+Bentonville+Bentonville+United+States,https://www.google.com/maps/search/?api=1&query=21c+Museum+Hotel+Bentonville+Bentonville+United+States,False,Art hotel curation from user brief + added notable properties
Art Hotels,Byblos Art Hotel Villa Amistà,Italy,Verona,Veneto,,45.493,10.9,Open,Art hotel,16th-century villa turned contemporary art hotel.,True,https://www.google.com/maps/search/?api=1&query=Byblos+Art+Hotel+Villa+Amistà+Verona+Italy,https://www.google.com/maps/search/?api=1&query=Byblos+Art+Hotel+Villa+Amistà+Verona+Italy,False,Art hotel curation from user brief + added notable properties
Art Hotels,Le Royal Monceau Raffles Paris,France,Paris,Île-de-France,,48.8756,2.3001,Open,Art hotel,"Art concierge, art bookstore, cinema and serious curation.",True,https://www.google.com/maps/search/?api=1&query=Le+Royal+Monceau+Raffles+Paris+Paris+France,https://www.google.com/maps/search/?api=1&query=Le+Royal+Monceau+Raffles+Paris+Paris+France,True,Art hotel curation from user brief + added notable properties
Art Hotels,The Dolder Grand,Switzerland,Zurich,Zurich,,47.3729,8.5734,Open,Art hotel,"Resort collection with Dalí, Miró, Warhol and more.",True,https://www.google.com/maps/search/?api=1&query=The+Dolder+Grand+Zurich+Switzerland,https://www.google.com/maps/search/?api=1&query=The+Dolder+Grand+Zurich+Switzerland,True,Art hotel curation from user brief + added notable properties
Art Hotels,Casa Malca,Mexico,Tulum,Quintana Roo,,20.1341,-87.4682,Open,Art hotel,Lio Malca collector hotel; beach + contemporary art.,True,https://www.google.com/maps/search/?api=1&query=Casa+Malca+Tulum+Mexico,https://www.google.com/maps/search/?api=1&query=Casa+Malca+Tulum+Mexico,True,Art hotel curation from user brief + added notable properties
Art Hotels,Le Negresco,France,Nice,Provence-Alpes-Côte d’Azur,,43.6942,7.2576,Open,Art hotel,Belle Époque palace with centuries of French art.,True,https://www.google.com/maps/search/?api=1&query=Le+Negresco+Nice+France,https://www.google.com/maps/search/?api=1&query=Le+Negresco+Nice+France,True,Art hotel curation from user brief + added notable properties
Art Hotels,The Beaumont,United Kingdom,London,England,,51.5117,-0.1515,Open,Art hotel,Antony Gormley “ROOM” inhabitable sculpture.,True,https://www.google.com/maps/search/?api=1&query=The+Beaumont+London+United+Kingdom,https://www.google.com/maps/search/?api=1&query=The+Beaumont+London+United+Kingdom,True,Art hotel curation from user brief + added notable properties
Art Hotels,Galleria Vik Milano,Italy,Milan,Lombardy,,45.4669,9.19,Open,Art hotel,Each room treated as an artist-led installation.,True,https://www.google.com/maps/search/?api=1&query=Galleria+Vik+Milano+Milan+Italy,https://www.google.com/maps/search/?api=1&query=Galleria+Vik+Milano+Milan+Italy,True,Art hotel curation from user brief + added notable properties
Art Hotels,The Dolli,Greece,Athens,Attica,,37.9766,23.7287,Open,Art hotel,Neoclassical hotel with Picasso/Cocteau works.,True,https://www.google.com/maps/search/?api=1&query=The+Dolli+Athens+Greece,https://www.google.com/maps/search/?api=1&query=The+Dolli+Athens+Greece,True,Art hotel curation from user brief + added notable properties
Art Hotels,Atelier sul Mare,Italy,Castel di Tusa,Sicily,,37.9841,14.2633,Open,Art hotel,Avant-garde artist-designed rooms.,True,https://www.google.com/maps/search/?api=1&query=Atelier+sul+Mare+Castel+di+Tusa+Italy,https://www.google.com/maps/search/?api=1&query=Atelier+sul+Mare+Castel+di+Tusa+Italy,False,Art hotel curation from user brief + added notable properties
Art Hotels,Hacienda de Abajo,Spain,La Palma,Canary Islands,,28.6516,-17.9353,Open,Art hotel,Historic estate with island heritage collection.,True,https://www.google.com/maps/search/?api=1&query=Hacienda+de+Abajo+La+Palma+Spain,https://www.google.com/maps/search/?api=1&query=Hacienda+de+Abajo+La+Palma+Spain,False,Art hotel curation from user brief + added notable properties
Art Hotels,Ett Hem,Sweden,Stockholm,Stockholm,,59.342,18.069,Open,Art hotel,"Collected, residential art-and-design atmosphere.",True,https://www.google.com/maps/search/?api=1&query=Ett+Hem+Stockholm+Sweden,https://www.google.com/maps/search/?api=1&query=Ett+Hem+Stockholm+Sweden,False,Art hotel curation from user brief + added notable properties
